,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
49,4.799965665107166,4.586518975481178,4.699528159220987,4.434769548803021,5.047879451863059,4.9521891954542,3.873441282008389,4.796836545141989,4.628984038029828,4.960357238152629,4.098743969452709,3.7909325896436923,4.993445331035507,4.449169411643046,3.546850424774053,4.2647017636818365,3.0403204025536565,3.447026894564467,4.428954894053175,4.368550731498247,5.041568752046061,4.748289729361147,3.5694490984083576,4.921967367833509,3.907166175637453,4.251285865814207,4.212818907838429,4.265415380259522,3.0226407408155853,3.8261004167221513,3.529873526704584,4.993010651123413,4.984705582795944,4.995169804939986
50,4.38849475442051,4.748685605272584,5.247294944747069,4.019525416034391,5.08051310787312,4.455286432085049,3.10121004238765,4.651780839429452,4.982456969361829,4.98558186990383,3.9498730270079365,4.0765907068694265,4.9794221473190206,4.422062750231532,4.286419231314102,3.7474445137519874,2.7059692510134137,4.031645564589951,4.322899485233502,3.7894163071037936,5.305116984205281,3.0400589413275183,3.091248430026609,4.394468575763479,4.976354550133343,4.909558958179423,4.975011420739085,4.698836672662165,3.4403887537341413,4.1370658439945664,2.0797917190864976,2.6485831510904205,3.6356618450311906,4.345325324172799
51,4.327182029453343,3.8708579895485222,4.207190558591773,3.5273026332111734,4.3049314019022145,4.268164529695079,2.651383074397654,4.182415704372148,4.020389013047119,3.9646189259767817,3.420970131779201,3.7214721576191074,4.9659461806259335,4.0070760613119125,3.3169425749751325,4.13024799268873,2.226555863529458,3.3045758173710027,4.122215767061394,3.3686696213522547,4.1205967129669485,3.9919634312209054,3.453812573135134,3.929813028883635,3.9793100772986763,3.9833670911667522,3.0319103925658024,3.98761512968578,3.638406812540059,3.4225035336674976,3.1340330330358936,3.3742910532173855,3.6859968752118486,4.707670139000388
52,3.942815576879439,4.128583284123642,3.9090358330963286,2.8547023936396405,4.8181107040926054,3.9180171442595992,3.4228205347952367,3.820902732786269,3.997015408408195,4.9492202669614525,2.8310596228508236,3.5894821722322385,3.014899215462658,3.367319034820112,4.096638266792939,2.951588862233094,2.43590354956045,3.356950295822525,2.6107652816540448,4.53849842070697,5.031591379876576,3.941089500421122,2.5340038134520606,4.457747924369189,3.629780629670169,3.46288875236631,4.965478219816832,3.035719163962929,2.804860699543766,4.9936199709838975,2.6285881212717714,3.999084176552353,4.987282524792743,2.1816962419953168
53,4.773284344562694,4.976126747740427,5.031671656224308,4.279019919317281,5.005493070975865,4.65717815789557,3.682974383201835,4.8321220337818005,4.937651959384247,4.989655599780207,4.389667548696867,4.13250909925898,4.999144780374156,4.365975254944897,3.7771984800234675,4.638579342474466,2.813006174534566,3.447752790483271,4.306288718256048,3.877202789604058,4.999002689825065,4.136130758648342,3.988618706483117,4.81217534147652,4.423525969107894,4.955697006854731,4.4911206787166655,4.98896904632263,3.630747963413639,4.026878200592474,2.0065882223579394,3.718257895138435,3.7820143329312286,4.996161718421924
54,5.127100392313244,4.811485230162251,4.970620700670309,3.7436432845871908,5.027497406708518,4.875860827302706,3.4190431221004554,4.772287955041897,4.981999137785203,5.004851642803584,4.227247268451285,4.949828928731375,5.206828665675661,5.303302575224496,4.003439215575065,4.997496268405986,2.9899114589439586,4.207451606672061,4.32247031198053,4.32381553332497,4.779106829864574,4.993224907829427,3.9939382305567643,5.0328426270181135,4.807235023184294,4.831156567726172,4.441517711625536,4.979620209502282,4.573529274285585,4.148594320883529,3.425462058767256,3.7044773370302755,4.672401573419084,4.677429755287112
55,3.263625039628646,3.4802147999537607,2.9550678107850232,2.0732480749030544,3.767236228492086,3.46396619325342,2.7816461380326207,2.9871519516122107,3.06558082432189,3.986466761114849,2.6390947743600686,3.3434520606629676,3.1308634899023637,3.7251519790974017,3.0002239484463313,2.8400104684064003,1.445869909325518,3.16545279199014,2.0298939035378276,4.980035394945326,4.984690262722131,3.9868952857432065,2.5075519219719453,3.708948316270588,2.900537336667316,2.8428576876209406,3.5894650386329796,2.5225747273203587,2.4807688116469,3.9983071956072194,3.984493151534023,4.081920831260753,3.32921341130555,2.7209472016916205
56,4.780526147217553,4.750825767657131,4.604386819429105,3.428286233978528,5.083259190477538,4.822621902301463,3.3166151159159707,4.535969365626533,4.930467564206526,5.1125312647929455,3.660376523994615,4.948786456969305,4.874231695306234,4.990467552856757,4.680765056445727,4.029010773279326,2.856678456849359,4.98558793373917,3.831952266596989,4.879639802114379,5.003115142431194,4.785812562788252,3.1204866098111705,4.9793780064235165,4.90028327726732,4.517990540327918,4.992969420047192,4.41543772698176,4.299995600280852,4.653302689955417,3.6695621344697504,3.49579780814075,4.601068457647462,3.713465800739992
57,2.5892446800645867,3.750128431078537,2.7078681342171946,1.9876137829898326,3.4128724436810867,3.0786267773213676,2.5595118357907993,2.7966008469606636,2.951221319859856,3.6572611009199116,2.2742654953153787,2.6718003602005576,3.239595248857883,2.0139762035358673,3.6450246258235075,2.0444396474369637,1.0431086329460524,2.518241448749823,2.3242393810384927,4.986978537325627,4.962061447354087,2.5472977370956467,2.997862904050298,3.0754302376592033,2.656332886644647,3.0165305183803803,3.5378509766576283,2.253489919792965,2.0780282295776624,4.972623680430364,2.4797828719259942,3.6228781852140512,1.0243068926631174,3.0647927344541097
58,3.848412426246424,4.099003304828558,4.009899088448446,3.0287060524610823,3.7915182818769506,4.229433795636411,2.691395879990549,3.9513744559835318,3.8515644293138167,3.9400030884563546,3.612206816232897,3.874416210887355,4.8259056781309075,4.967636818165467,3.1298549254201293,4.058212954018948,3.0006021607316558,3.388004788123649,4.1989770468542,4.984254867798361,5.041586277183929,4.1835765789841535,4.17688961283728,3.8883511768436456,3.6879932021304955,3.8030291670967675,3.711676057718422,3.8007946343367403,3.9893243348439027,3.322272862921497,4.313837696796806,4.988231793820351,3.0189513531326213,4.992125546042863
59,4.625221259216319,4.58613130787571,4.197859413613817,3.0372524079651497,4.774708753378027,4.707422662484707,2.8350582957096795,4.4114217039733195,4.265588169303135,4.640807901250355,3.705501823176982,4.456446005807298,4.939469158924263,4.989806052303042,3.831383183965774,4.9740178274489635,2.898088064369013,3.8967062114581776,4.4210635829271805,4.0205617838534184,4.999214607691633,4.94847819972965,4.13514229503353,4.426280610130808,4.518463389795784,4.287770398207609,3.8916539903581704,3.9062528176209064,4.461359267437149,4.9712212703136425,4.983051077179398,4.989408056544052,4.936336663306051,5.000443725746431
60,3.7408931924299025,3.2391307814170305,3.812592878677911,2.9265571553296095,4.097976225849676,3.7408786845948803,2.8661739960391426,3.406475608503572,3.45843549700593,3.9718278674176966,3.4150104360450912,3.294078403627891,3.86233983383507,4.983325001441663,1.9061240429667874,3.833184777349789,2.27585041745065,2.7959198509012744,3.7253787641386076,3.4802794959200805,4.548451189971977,3.736220801335103,2.57469479636469,3.83898954474387,3.337930966891592,3.236770429869494,2.871730201031765,3.3484932198435198,2.0282784440255144,2.690733753139761,4.97865216569811,4.002135957488867,4.972272215382529,4.981041950646177
61,2.8563621782102713,2.4737050024611285,3.040807847214488,1.82765969454691,2.810168747722174,2.625968815988811,1.2669725063018615,2.4890601105299783,2.5225239041207366,2.7531908276618515,2.821465648617547,2.960655245983293,3.0649619304852243,4.963052806545797,1.1930207317150119,3.054276354572214,1.3093061568542852,2.9388097591154456,2.418513119653827,2.4021971427228013,3.9811017474779495,2.567128037679133,1.5161850656728801,2.531030651120612,3.383379559949517,2.7511650869490616,2.4076652199150885,2.808101729330991,2.164927631292592,1.0148116600891919,3.9812427039202882,2.016778470291056,2.987256842011235,3.0029034347330947
62,4.4358858373430925,3.8667534820749676,4.3315794757547925,2.8769343544288244,4.373500309944653,4.554330675727715,2.440611901893293,4.244793275342647,4.017435668222453,4.252093366966295,3.0803251509093563,4.309527526995238,4.757838278830797,4.989671996631695,3.812678946845803,4.195122294687988,3.5824319904865067,3.7306904488985433,4.4895367836762174,4.989473730520312,4.626951219938939,4.791665950359872,4.161011800838485,4.074241413758865,4.077106130784819,3.6014479936184816,3.802182246038686,3.5826234463410485,4.9791246472720605,4.177186869657462,4.987891430130279,4.995519484106105,4.990463613936736,4.1932795182931555
63,4.354287064536673,4.240943663690979,4.382021591302824,3.667195670751646,4.182040793380233,4.098080029383676,3.533703544336251,4.389860181434736,4.073458151197557,4.081864751816268,4.228722285141755,3.709418152425717,4.5162693675240195,4.9652117189906955,2.568328644558952,4.971553011052954,2.571939413719342,2.702073082763733,3.698524617752754,2.9711248968728925,5.129514861040367,4.46507786518781,4.023998851890436,4.654062285799956,4.006914170908757,4.198208129148697,3.9532850928066345,4.369916715531096,3.685520694420668,2.002351859321856,2.0231238378246448,4.978950023702069,4.00581859346549,4.9998510284301965
64,4.590266766624301,3.532473106615785,3.9222153848622465,3.477096813336047,3.9073766139239137,3.8659668541372607,3.2170430329388293,4.148775109091615,3.6095098769774303,3.5892112699860785,3.8110382126222473,3.564589139243066,4.01132600872881,4.77167950035683,1.9691318083930474,4.961575258871332,2.249568731804238,2.5013146443888785,3.207936025069777,2.012363542163496,3.9983749228716796,4.965198326818616,3.3490387700949524,4.529668486445044,3.7053775307487675,3.5815304864275834,3.1141577959050033,3.976853873565299,3.575776638318392,1.0279676743759085,2.006920848359353,4.4589744716866235,4.98765229705303,4.002097203135403
65,2.382885522241723,2.261632223516485,2.6349499350783097,2.530513352863073,2.543176622459944,2.6353856545908494,1.713567648560451,2.8338307265560236,2.320659796310713,2.312798029860684,2.119612765196327,1.7757779324883987,2.547969718772909,2.9143606965786972,1.5219386641687218,2.5438652062288605,2.9684052182037695,1.8417819321080753,2.8575923775522307,2.010604182095578,2.9833262594242287,2.628465058726473,2.3716524175114566,2.367976853384031,2.161185827469603,2.0816612908149477,2.3296170882374625,2.2939036143456755,2.5529424151966253,1.0126472996432623,1.823836320621424,3.9844212057176973,2.997859917045761,3.155448421369223
66,2.9867217505501706,3.1575720664007187,3.5506842394888376,3.1255455889452257,3.2973153835707203,3.676451935101511,2.4469487351473593,3.3384874123648434,3.454455098216206,3.553081778353436,2.6162827481406263,2.7533384522545568,3.5667153249301187,3.108335507441968,2.809944808348176,2.551906314506875,3.9701545891561354,2.491535105098224,4.001965892039854,4.969900342564712,3.006513412652152,3.184461357384728,3.4661523749921783,2.989879046099605,2.0542123029857593,2.799226556688247,3.021631625756497,3.2100166595737787,3.0084848018262735,3.5630827375571554,3.294174911726154,3.9287317854663204,2.957540278964564,3.986389788829485
67,3.538775540862731,2.891354196095082,3.125751074105579,2.4315873266608627,3.881895955292743,3.1006149401026146,3.231562825749735,3.264500498657398,2.7575587958361245,3.373269283332305,2.717894575131148,2.608553151016076,3.139118402333395,3.6240318957043565,2.0264468831532882,3.7211330644021494,1.0193808520925174,1.7257234591318655,2.5118048295033697,2.0161462247731774,4.985483932659931,3.7836505088842323,2.5656901219530073,4.091228089930953,3.2346189220073085,2.6715592147254807,2.8963414529437035,2.3705497892225353,2.0098042395089104,1.926167495204024,2.5229426046048045,4.975459166790901,4.965330186584411,3.991215512173613
68,2.291066589631092,2.501626147917082,1.9783531288612284,0.8277420140892188,2.3765715270830285,2.3515574016343965,2.017697741965354,1.8433643481709836,2.043340835286687,2.857044371712977,1.1685322841877221,2.2626469808725247,2.107596894177927,1.0069004095332899,3.172975787326446,1.31186246699068,1.0123162210948498,1.0178214077802887,1.8427707893028344,4.971933472947977,2.7908523677045993,2.4547155597059143,2.9437849010537787,2.4612072285626785,1.2859173272676576,1.6516058005684393,2.6276672600866156,1.0655168209138237,1.9042700091110574,4.963362098417233,2.677589705996997,2.9928621381224243,1.900432031894242,1.0123170421133854
69,3.7118152316187825,3.871227782288414,3.8247668381786357,3.4632596118317656,4.019773021367976,4.454385917721307,1.5589065234519417,4.122538891249035,4.109660883152035,4.176891850584458,2.515284182199447,3.697800058553635,3.7111013178319827,3.744052989709696,4.226405546066479,2.5157886155247517,4.961534249234576,4.965117264998664,3.9919404889541585,4.982792433781322,2.9997802082513085,3.9996825178774076,2.5862029685812313,3.0520689806583734,3.4985859601943847,3.343604718728449,4.262194163620024,3.5046636241714273,4.655676630470632,4.403753097395741,3.799127019791126,3.303230199235029,3.9177030526386343,2.0249122506142907
70,4.060016542683604,4.493448085821106,3.849312075632452,3.342182662284415,4.1999802086753215,4.536071139658315,2.2980518284501534,4.25847437739825,4.212052558036591,4.05345306506486,3.2199881129642662,3.843148535474447,5.192608483697828,3.6106949035109897,4.289898730533104,3.798121005476311,3.0155992831603493,3.978520802883347,4.955302526326989,4.013453289751042,4.004475895975522,3.798968049680568,3.883207178671958,3.651384006992949,4.193222707937202,4.186305207582946,3.53354318044671,3.7359107417543025,4.0466889621564315,4.973630126035892,3.9982844501243875,3.990102685357804,3.013360144516623,4.995139258648317
71,4.260721884461818,4.048029176802227,4.169881584746104,3.1061547153770133,4.447828761070982,3.942938795393473,2.3607984109935938,4.138740348031517,4.044800439916598,4.01608711600066,3.346321573253021,3.9523034137714257,4.458419282430943,4.5270599352915015,3.506198760606279,4.0284328418560325,2.000641435117242,3.9988651035008917,3.7130236830877723,2.6325597702242156,4.847488307072403,3.609799425171081,2.749518261515389,3.9927581131977146,4.9439040550784545,4.18480893748383,3.8368186471998005,3.9038440182707803,3.7674748395727287,3.0034706858785425,2.713478464756201,3.000036865099191,3.878893146431108,3.995108913395141
72,2.4725259015905743,2.9379493772066336,2.8932090526621503,2.3725484941513453,3.2827127236614633,3.2866128481244767,1.714471563084616,2.9449867610308864,3.2059731444313906,3.4724073260262784,1.6936679905842211,2.6858292664084065,2.5700163089260926,1.9834518217659487,3.5206304086706766,2.066316078397099,3.9558276647570265,3.000645994967046,3.0186617045090753,3.9995055770550634,2.0041139812246263,2.886564315519095,2.6660487286841463,2.397929856137339,2.0293579272971236,2.5101606781237495,3.087839536113516,2.623540074120809,3.5343895698630843,4.963160637958041,2.5570350939642457,2.743228402633778,3.1139543891031947,2.2732031534200607
73,1.3398135784288696,1.839431722789932,1.2167844746637793,1.1255192293542373,1.5190349541552512,1.7186977702984236,0.8823305301461863,1.5123308363445267,1.2265379834191528,1.5324514071875794,1.5628271435630383,1.2684916657388254,1.9359409759309252,2.3375536103870034,0.9171230543476683,1.5967685113618373,0.9871346166718812,1.6087339027583862,1.7611511986157524,2.0142375550690987,2.9761869395444944,1.6394351243947913,1.4320795452830035,1.3641386326421778,1.6187799731407102,1.4623803410909175,1.4343124018360198,1.0853650803970052,1.0087695615514665,1.3000862196826042,2.976828505474862,2.9895782758402554,1.0167652622189105,2.5405186975823386
74,3.3858891717240795,3.5217991518077802,2.8898367927208524,2.2158977354755827,3.280874647075943,3.407657818019537,2.9992000769072975,3.059335342562625,2.8548598873280158,3.4553877211537607,2.7046602651416682,2.885107811783672,3.774875754480274,3.1188346443182486,2.929923397834518,2.7702184573335265,1.0318641147981575,1.9933787425182066,2.982700297247007,4.971629290218255,4.994665206003403,3.612578054913606,3.4298294350906002,3.7476608956202386,2.702932799300256,2.761522007684335,3.227543300376918,2.215048446644946,2.0087291457865786,3.4535383939881594,3.64734002316196,4.978719494848142,2.5496235577635185,3.5728647642446694
75,4.1998184359808,3.7301440778754476,4.038160497272701,2.853417343187502,3.8580127678621725,4.4451643814349895,1.9202391724391266,4.12671169129823,3.7658689906663216,3.786526673212198,2.7791483564338164,3.910848297781574,4.7567996312413285,4.353870177525296,3.81652025918556,3.751681945900044,3.9948259476501615,3.4239128782083426,4.979614517685089,4.993157298389583,3.885366982521795,4.374727652173466,4.376341960309012,3.4983712303701138,3.7031514822221903,3.34390018692382,3.4487153940633433,3.2588460851734053,4.9805144374192025,4.181888034942427,4.9845492141906345,4.993057945223503,4.308710602828321,4.006584289688095
76,3.176462103561252,2.8289926859646264,3.7811316428585213,3.358737640886512,3.485344793398425,3.5941326867447305,2.2599957454061945,3.6032261263901746,3.4120654939755783,3.211890518405237,2.856169477746336,2.7178081085203907,3.7803571943839156,3.945973483516484,2.0906820860717152,3.4702883325807483,3.9705013941703617,2.5636003166958665,4.246353425179879,2.9032014917748388,3.1129667214972327,3.263348628301056,3.1872966791428006,3.0608245417444317,2.7702549984988636,2.9670443818022965,2.545716405222705,3.5451451936822798,3.3584818611990803,2.012148281976694,2.995212526969197,3.999886417912337,3.9886733212301766,4.976683803746619
77,3.71141134991796,3.177025435776205,4.036689646573988,2.816964488250046,3.21544703633605,3.642907384156064,2.645834120155708,3.4910401711753916,3.2204131085513885,3.30979375251513,3.0024528612396746,2.85885726104171,4.415803962319887,3.658807404032172,2.431599796741176,3.3759992040207827,2.9986139927634574,1.0302276100648087,4.966285802189602,4.978296308278207,3.991029279104204,3.1752027827603353,4.797777792181402,3.3798960170983112,2.4926378667310316,2.929155731503215,2.6560213248160167,3.022820768076654,2.9388998340762225,3.0062135878492176,3.9905137298167497,5.000494837327498,3.293987228995378,4.990099752585609
78,2.7085352161558847,2.5366482133620245,2.825237585940452,1.7555234388074528,3.013197802185328,2.4443758555174777,1.90431782250473,2.738398121630986,2.467945890734026,2.6321275104985404,1.9757789936127077,2.50637668234445,2.8358559114368265,2.7136486930777663,2.4821993787662366,2.810209784914334,1.0093256896178855,2.004159339242199,1.9674518039953042,2.0059967947453594,3.969425515832657,2.5439186145365866,2.442036632321142,2.857316830335733,3.107898124023666,2.56961722899416,2.6890368407464145,2.3179805892365026,2.970624500429689,2.05548607623225,1.0096997188564387,2.880605645990085,2.5381522634329077,2.6148086556870602
79,3.9393214054678682,3.954021633238196,4.498566413145735,3.8722840083013486,4.080273708429003,4.265321740034777,2.7091512543567595,4.130100309080868,4.142983046090976,4.219557450214639,3.4148213362376656,3.2136210922493236,4.411090914860683,3.8484551236597078,3.1832822348744174,3.1453797515241457,3.975885428174431,2.839676923039346,4.965075896263608,4.982770506234494,3.9872398482321194,3.2613424378145335,3.7513073079694412,3.577431155588493,3.160309401334122,3.69740740673406,3.686260340720249,3.892564305829622,3.0197406118212857,3.7127105864691554,3.5990527847042717,4.007874840261863,3.5390169422105653,4.548497072036231
80,3.670772348198969,2.5395559844507294,4.097682950204485,3.307122146982022,3.2192260150516736,3.5166468988309223,2.1205352392080887,4.073293992424244,3.2756603295882107,2.7114484526275233,2.2667170019511085,2.4535903668514853,3.678258965776635,2.7758895757413864,2.6606455969910394,3.82857299840851,4.967430959602806,1.0269723896820646,4.973867426208632,2.020962241928582,2.0032179550006544,3.4566110445421003,4.703678891013859,3.098521223341543,2.5942040566207876,2.619166266821633,2.5992832297902644,3.1926735839318674,4.973341033758978,1.9158833986326917,1.0184123130002432,4.979512023055651,4.983618297071097,4.000714495595929
81,4.162109940185194,3.1935746215608614,4.369349504770949,2.5213861305029326,4.427172601451972,3.9637498999948346,1.903571559354571,3.8041948350320913,4.0332756471006865,4.135654096862228,2.3359356205489354,4.327700256532048,3.9844140167015643,4.096427922367019,4.110021486857097,3.4396913644323988,3.0091248125010117,3.990151189000043,3.487345620974948,3.978347347700506,3.3260598453833503,3.899116856714807,2.8778745674745685,3.615268977436279,4.143760036735721,3.4444682876675663,3.5562523160346475,3.651302245975156,4.965737950544873,4.307942552570993,3.2819681170354262,2.027263573545674,4.97242477071738,2.537563465005092
82,3.952348474073023,4.143514713880936,3.7702290782282275,3.3098022290110514,4.417665669638262,3.9896829102117137,2.8020179011095223,4.026661923394958,3.9134040957661655,4.178030481845686,3.449493701487965,3.6331480197355006,4.069731595896149,4.234841515749581,3.248872220920898,3.8696462046727365,1.9999841605033413,3.98435413956121,3.032110066137275,3.0102262173024794,4.979558089218086,3.9856528103563145,2.5166753833448916,4.076799484129047,4.25667893642465,3.9848466194664534,3.889695687642995,3.7617667834862742,3.2019596997407023,3.1580802675248103,2.6402892516797873,3.6175172840043954,3.648946922984186,3.896816533848555
83,3.8657501738056514,4.2460443215542485,3.551278184327287,3.3213989001697044,4.427024804664839,4.6005470683767795,2.4551549622615796,4.199737184078298,3.992713162384601,4.179900682330188,3.3080543158720057,3.9316616855935203,4.724785313569997,4.8934304085845906,3.61475698311111,3.977637590750537,3.145464704279864,4.962372278525211,4.003200219652183,4.007197494858511,4.999967439879064,4.673394187816603,2.9206696548715536,3.9131109020472756,4.300922470635804,3.847373786278595,3.734522085662182,3.60639346080088,4.001125536699572,3.841397634422609,4.98477709101418,4.981991762995889,4.000517550453846,4.988295422635025
84,3.34975173420219,2.7704936880037137,3.031782515458749,2.0467911880726777,3.11277751611515,3.8100113817332035,0.8639249548173362,3.2425860049552204,3.1677781180584947,3.0117976188183793,1.8233000475893377,3.6925486829646443,3.8744574515970513,3.780665041603275,3.515792159490569,2.986008358610241,3.813809994296469,3.980812971523118,3.9974128192012155,3.9895439535235644,2.0261642022774558,3.9764632323325144,3.0165392542087397,2.5055928472217293,3.170660945235725,2.5882745899192443,2.5215509045592377,2.706090724067109,4.973346704488802,3.9622006622234394,4.9787032202077715,3.1188771012997485,3.9911944854971333,2.734407553898816
85,3.451573843016451,3.2570867144020905,3.4274425436963605,2.756475909207935,3.1566847825077833,3.6512101543638655,2.5511842397651954,3.4188900650456637,3.121680850752027,3.3081940675527215,2.6739822442687244,2.855162111082557,3.9044673024426646,3.35981290963063,2.8128898651916425,2.882714652166519,2.9562835149205595,2.001750914680816,3.98249148535136,4.971020924774237,3.9086538730103277,3.6000680889934418,3.938302072695908,3.367743555461675,2.470767025385396,2.709139172759108,3.0915659387699073,2.717208319762389,3.068934365703027,3.0102250293426094,3.551950695055895,4.985606314687667,3.0775480430447106,3.7699166402128315
86,3.7413119346119372,4.083954131317787,4.366190400532407,4.123232749234713,4.478469269438891,4.204576109424817,2.959956379586266,4.420225826026461,4.543862762729397,4.121589559575345,3.3498836879975777,3.5291695430349304,4.614695094225818,3.4970985587142023,3.8186638540629385,3.7007942610941176,3.303925053669553,3.968525451632798,3.9842048717298812,2.9922345407158635,3.903054153404466,3.4546395735687665,3.1415404879620903,3.9383642507204746,4.027814397079769,4.286040459991831,3.79208367645189,4.598077049899239,3.98873262302656,3.2673747009117315,1.031062040676085,3.001847959785443,3.001448042029788,4.977667764097019
87,2.9569886855689522,3.2416552653958717,3.4956984746200486,2.8270981620816253,3.9592270891168013,3.1321650168204394,3.8044733672291846,3.1920003238556642,3.339410858295846,3.9168532239592144,2.781519615647155,2.681669936065034,3.0576688887675934,2.8524275494734725,2.721609001215418,2.8984088588823202,1.5022826633289847,1.9780937253306756,2.029110739968839,3.9691221949814968,4.9840600053677,3.229017996418922,2.8549763178155376,4.07145934661863,2.516180748839716,3.006036021402851,3.540981723747243,3.1218383264145464,2.0400518321658803,2.999311985159704,1.0237890183845064,3.9954800611869983,2.987410560299203,3.974743529620428
88,3.706553562914808,3.5126475280262617,3.4309398955868384,2.2809157243229823,3.8065005562320837,3.8761818250642412,1.9812894920991768,3.6107299187692323,3.2022540980998464,3.568263457426302,2.7656922573816085,3.6010081476555995,4.234926506857535,4.619309243306748,3.093768349245726,3.7942981729278715,2.4787264259015065,3.420132535247311,3.7697942858560354,4.009692758470319,4.97905649187999,4.107372412551212,3.450234812925861,3.462466128139221,3.88309965490563,3.1745905100731187,3.216244129951092,2.786760035673433,3.983464353912163,3.468267397586136,4.974549874342858,4.991857743115401,4.000935220035078,4.160014180636563
89,3.9782991746960787,3.4152190817420904,3.5233908683119055,2.338605260451865,4.0457433568229595,3.7295126658613054,2.7779677315482676,3.506069233279195,3.1644047412621528,4.103791023111476,2.484908777938455,3.3230094983193994,3.1685626432814624,3.763734450891381,3.29365275835313,2.9074700145869317,2.2527566417118994,2.645641022061302,2.842472004605692,4.981743596593393,4.980505389253895,4.260953716764401,2.9785729678369903,3.9970389929033723,3.174665855019826,2.659111085837969,4.018825785215124,2.276039435477957,3.0063411210637883,3.7771543490105426,3.993309127794615,4.986611185754757,4.974864696839011,2.0246028612781597
90,3.142587768359993,2.427112461314424,3.1714544903782502,2.0873604282003626,3.2707352542792183,2.8419212937833525,1.816902687163429,3.14892853098,2.7990169114047525,2.829430486967099,1.7617741292075362,2.773737358925922,2.78878710529698,2.7081199892663257,2.9168755115009395,2.9534658966869007,2.3243260813401916,2.268972860276817,2.457315035838566,2.0048918976452734,2.9885414488951425,3.155510307142521,2.6249430418513335,2.9992257471019097,3.0995670482267923,2.4603983757307106,2.8856038942325313,2.500655589699657,3.967961885397748,2.341870521999892,1.0146698227695077,2.9953273825871367,3.982120770395992,2.00761951460131
91,3.5868309726629195,2.89403790719009,3.1368776881747262,1.9893220259964142,3.6443059400151063,3.468761710385946,2.097836579957764,3.159436691174177,2.9533196422876227,3.5871844080928046,1.9819449718601483,3.196557744161086,2.9869837597696645,3.2727142441408836,3.2064457105126394,2.8377515461339105,2.5679899619907243,2.639670721314935,2.9929703861719794,3.995466669810785,3.459566553311687,3.9231668260786328,2.7691275626364735,3.3463243467944213,2.902746591699535,2.3884711100731932,3.2059025395917957,2.1454982430165734,3.3576876843995924,3.987490381448783,3.9882370845194632,3.9904757763854026,4.9717697745286795,2.014890369902949
92,2.4168885524156005,3.3148445569138767,2.9679230153201845,2.7772922697609355,3.142558742129012,2.796674744691428,3.034069669387126,2.976666706037193,2.892676783010299,3.036910915614043,2.963157492027981,2.112569626443819,3.4831466343921984,2.731268955750175,2.123911656172236,2.8701991574581136,1.1305177301213376,1.795856500591347,2.561280937938989,2.9944630268510823,4.969634612605765,2.3233838117870462,2.9792551231275954,3.246959434532465,2.6150123703255037,3.1445949480108046,2.8651440066390506,2.9845292816143725,1.6340030383832436,2.071729558341138,1.0160465992580658,3.9911863030383232,1.0213436911690412,4.974205514767553
93,3.028167546251836,2.937849500331913,3.274142528353597,2.5824488560947314,3.962625772286615,3.1140506167819266,2.5140937274510495,3.1556342487378304,3.1840589410292566,3.520612032905045,2.51024264413134,2.766417600378221,3.147635585718572,3.258576906071563,2.548756124247673,3.210372007628114,1.7500373183214535,2.7741318454919837,2.666368751019078,2.0155164055720407,3.9849017803953686,2.928965500326568,2.012848081765825,3.346229912837172,3.31373373169042,3.0474554088885553,2.818729449210401,2.9533662314720726,2.3862685682142954,2.9829539818222517,2.2904258234332513,2.9309702023333513,3.9811605435498914,3.9810791684555915
94,2.3272904042756224,2.443756593462478,1.9835150124073404,1.6354487370225719,2.0148079955269957,2.8468128174411835,1.4941004812349787,2.3291335629253727,1.9077283229651063,2.1276403024869244,2.148387972259508,2.212989546307413,3.3495979633029895,3.5168351995390466,1.5701060554204738,2.5432112874097834,2.071610007944381,1.9633249611386694,3.2737815439996503,3.9897200565879114,3.587708023866563,3.12105338618212,3.088541333321851,2.250359128485885,1.9401761834855153,1.8677259796535233,1.7880511472784346,1.662460618760687,2.296302066611188,2.0138665670254525,4.969830131040081,4.97917057085829,2.0128481910795393,3.9894639921024213
95,3.903294620980866,3.77715931769626,3.0053818489724353,2.6051751132335004,3.605613905420141,4.223913842092312,2.7091084026927343,3.6609728090190234,3.498570910743531,3.825157953914217,2.5071696650406663,3.628762875761185,3.9031624251370687,2.9522924353358997,3.924833098797933,3.3906990908188357,3.1645503415778387,3.0380541964364642,3.624835115860777,4.991008607183396,3.0228488746958053,4.964695726974572,3.9691708707251245,3.8284468375414127,2.642758769678093,2.9228124959997643,3.3440051618137163,2.7595053129552243,4.065778654510214,4.9776580075604455,3.997255604390554,4.984454675078025,4.000809119979694,3.002896150477861
96,1.1575946050463717,1.3770220501842994,1.3568142255758624,1.7314227482936486,1.2163100127047484,1.7236830327852215,1.5986508841021037,1.6500134159200242,1.5072196237341426,1.099276194762061,1.4167252894829658,0.9222296276232698,2.2483447059365074,1.1646594483037944,0.88552543109897,1.9315162831928994,1.907035867576505,0.4535095015525529,2.48943243163069,1.2540307218884972,1.0279677763663113,1.6757166685534064,2.4690757587244883,1.5240489265286588,0.6330177893699168,1.3308128542098425,0.5963429322093514,1.6617464862000824,1.4790336096533547,0.997411903650673,1.0074305541810324,2.9769338645688523,1.0044826518448713,3.963270233342832
